tweet,type
Nothing worth having in life is easy. Work hard and you will be rewarded.  Farmers Protest has been challenging but Waheguru Ji is with us every step of the way.  Satnam Shri Waheguru Ji 🙏  #GurpurabWithFarmers  #FarmersProtest https://t.co/DFRthuSGNs,1
"In 2014, Rahul Gandhi's age was 44 years

In 2014 Lok Sabha Elections, Congress party won 44 seats

Now he is 48 years old

But let's make sure that Congress party's seats will be equal to that of Rahul Gandhi's IQ
#PhirEkBaarModiSarkar
#LokSabhaElections2019 
#ElectionCommission",1
My truss failing  http://yfrog.com/154upj,0
"If BJP accepts alliance of DMK in next election then that will seal the deal 100 %.  Indian politics is really in bad shape.  Pappu vs godi, shit vs poop, trash vs garbage, lunatic vs idiot, i can go on forever.",1
"@sardesairajdeep Thank you sir,why don't you do the same in indian politics saying may the best party wins. #WorldCup  #timesnow  #aajtak #hindustantimes  #republicnews  #mirrornow  #indiatoday",1
"I had some work to do, but my wrist hurts too much to do any of it.",0
"@abpnewstv @RahulGandhi @priyankagandhi @smritiirani @BJP4India She is simply forgetting Shah campaigned for her. Nirmala, Shah, and Modi forget terror attacks in their tenure.

Sabko memory losses?

@akashbanerjee 

#modi
#SmritiIrani 
#LoksabhaElections2019",1
Yes I support farmers #FarmersProtest twitter.com/DombivaliMe/st…,1
"@ECISVEEP #ElectionCommission forgives Rahul Gandhi, but people of India will not forgive.
#RahulCitizenshipControversy #RaulVinci  #LokSabhaElections2019 
@Swamy39 #Amethi #Wayanad",1
ha im so glad it stopped raining.  my umbrella broke today,0
 srry can`t go paintballing tonight  and there are no good movies out,0
is going home after an awesome time with the peeps,0
"@KaseKahoon @sampitroda @INCIndia @RahulGandhi @priyankagandhi @AICCMedia @rssurjewala @JhaSanjay @RTforINC @pranavINC #SamPitroda  is Modi Dirty Tricks Dept Strategy to divert real issues for #LokSabhaElections2019(In Collaboration with #paidmedia) ""One a day and they feel they have won a day"" Yesterday it was Tariq Anwar Statement ,Before that it was Digvijaya Singh remark and so on",1
damjust finished watching Prison Break: the final break...omg i dont think i`ve cried so hard for a show..Finally understand the finale,0
" Would love it if you guys toured here, really! Philippines tour?",0
Pakistan minister warns India of ‘potentially catastrophic consequences’ from Kashmir tensions #Pakistan #India #KashmirIssue   https://t.co/u9ni8V0gHW,0
modi took away favour nation status away countri creat extrem hate hindus have ever see fuck coward peopl like israel give mfn status nazi germani nowher world see weak mental,1
Confirmation of the first #monkeypox case in #India has triggered concerns of widespread transmission and subsequent challenges to the public health system.   Here's what experts say ⬇️  https://t.co/nUYWuwuP9k   by @SumiSukanya | #MonkeypoxVirus #Vaccination,0
PFI का मिशन इस्लाम इंडिया 2047 क्या है?  ग्राफिक्स से जानिए पूरा समीकरण  #India #NewsUpdate #PFI  @LaxmiUpadhyay13  https://t.co/dCrCm7GYNV,0
#indianpolitics #india #bjp #narendramodi #politics #modi #congress #rah...  https://t.co/b7vrSJJpsH via @YouTube MODI JI,1
"@minicnair This is the problem of Indian politics. Everything boils down to a win-loss as if it's a sport. Congress presence might not have translated to a victory, but their presence would've strengthened those who want bigotry out of the state! A massive disappointment by @INCIndia",1
 Thank you very much Rex for FF,0
"@priyankagandhi Hats off 2 @RahulGandhi  u surrender b4 even fighting #LokSabhaElections2019 contest n #Nagpur by not giving seat 2 strong mass leader @VikasThakre23 . 
 
@NANA_PATOLE @AshokChavanINC @INCIndia @atullondhe",1
@sagarikaghose @AamAadmiParty @BJP4India @INCIndia @ArvindKejriwal @timesofindia Most dangerous party. It should have no place in Indian politics.,1
OMGSH IM BEING FOLLOWED BY >>PARAMORE<< :O,0
 Good choice,0
"@RahulGandhi Dear @RahulGandhi I m neither fan of #Congress nor #BJP but I will definitely #Vote if U give #PreElectionPromises in writing wid Timeline  ( Legally ) &amp; What should Public do if U failed to deliver in prescribed time. RU Game for it ?

India : This is how V Shd Vote henceforth.",1
" ahhhh.same here with Geometry, like i said b4, if i didn`t have it, i would be graduated!! so i feel ur pain hun!",0
at tokyo table,0
2021 rankings for World Press Freedom Index were released!   #India's Rank keeps falling.  2017- 136 2018 - 138 2019 - 140 2020 - 141 2021 - 142  #Modi and his hate spewing #Bhakts made disaster.  https://t.co/4WRffezYZd,1
#FarmersProtest Farm leaders have rejected a Supreme Court of India stay order on the farm laws as well as the involvement of a Supreme Court appointed committee @rayyan_199  @786N1R,1
"@arunjaitley Even after this insult if maneka Gandhi &amp; varun remain in #bjp it will only mean they are compromising their self respect to remain in power.
They shd quit #BJP immediately. It is not a compulsion that they join congress.They are at liberty to join any party of their choice.",1
Another friend knocked up.   Pretty soon everyone will have kids. Goodbye carefree youth!,0
@TimesNow @narendramodi May be Some Day @RahulGandhi will File Nomination in #Pakistan for General Election In India #IndiaKaDNA #LokSabhaElections2019,1
ready to go to Milan  see ya`ll this evening..,0
#MasoodAzharGlobalTerrorist #Tbt #AmazingRace #PoliticsLive #fraud #LokSabhaElections2019 must watch this video this is a reality of rahul gandhi political propaganda,1
there`s really no android twitter app of Tweetie`s calibre,0
Lots of empty seats once occupied by #india supporters 😂 #ENGvIND #INDvsENG,0
Reece Topley takes career-best 6-24 as England defeat India by 100 runs in 2nd ODI  https://t.co/S2v6bgpLDn #Cricket #India #England #2ndODI #ReeceTopley @netindian,0
"India's Covid-19 vaccination coverage has exceeded 199,12. Eight more people were afflicted with Covid-19 in the Andaman and Nicobar Islands.  #vaccination #india #pandemic #drive #andaman #nicobar #islands #india #national #nation #cases #active #cases #covid19 #pandemic #tally  https://t.co/MgPZp42TSC",0
@Indian__Always @Rahul_ForPM @ikamalhaasan @SupriyaShrinate @LambaAlka @srinivasiyc @NayakRagini @INCIndia @Rajasthan_PYC Itna research India ke politics aur social issues pe lagaya hota to behthar hota.,1
"Terrorists are extorting and blackmailing working class of #Balochistan. Successful operations by Security Forces, resulted in curtailing of foreign financial aid to Terrorist organizations especially from #India  #BLAStopKillingInnocent #LtColLaeeq",0
shame mr modi u r suppos condemn u rememb gave vote u becaus u said u bring head instead mr amitshah goon also jumla want head els also jumla jai hind,1
"finished sewing for the night, uploading pictures from slidebar and beach. i cant believe i am having difficulties with twitter!",0
Hurray for old friends with beer and lady friends!!!!,0
"@RahulGandhi In reality, NYAY is a cunning way to execute the #CashForVote scandal ! 

Tum mujhe Vote do, main tumhe Cash dunga!!

#LokSabhaElections2019 
#MinimumIncomeGuarantee is a shameful way to lure the poor.",1
"@123Nuwa Dalit, Adivasi, Dravidian all are Hindus by default.  All those names (Dalit, Adivasi, Dravidian) came much later as part of divide &amp; rule politics, started by western invaders &amp; still the legacy is being carried on by greedy Indian politicians to feed you up with self-hatred.",1
 Haha! At the Somerset theatre in Ottawa. I remember that well. The more things change the more they stay the same,0
@sgxnifty_live Market kaha bhi khule Jana to neeche hi hai  Reasons: 1) Europe Bank crisis 2) Indian Politics Clash and Adani  3) Syria Air Strike 4) Nifty close below 17000 8 months 5) Fii's are selling 6) 20000 crore kiske hai??😂,1
 Happy Mother`s Day to the only mother I have on my list!,0
check it out check it out check it out.,0
"India vs England, 2nd ODI Highlights: #ReeceTopley turns in record-breaking show as hosts hand #India crushing defeat #INDvsENG #ENGvsIND   https://t.co/KetZBKCUhm",0
ahh everyone`s out today taking in the sunny weather except me  might go and watch some tv...,0
"@ShikhaClouds @RahulGandhi Shameful, cannot expect anything less from #INC governed areas
 As for @RahulGandhi He has to get instructions from mommy first b4 saying anything. Is this what India wants to go back to....",1
"After reading the affidavit of @RahulGandhi i know which mutual fund i should choose to invest 😁😁
#rahulgandhiaffidavit
#indianelection2019",1
Need to buy a bluetooth device for machine,0
"NAPLAN testing, tuesday, wednesday & thursday. i`m afraid about the maths one, english ,not so much",0
Whats with #Kia #india and viral videos ?,0
ajitbhind know hand india pakistan look like modi hand abhinandan pakistan also releas footag air strike kill terrorist pak show peopl us saynotowar,1
" awww, I hates it wen families are brokun up by humuns. Maybee you see him agin wun day.",0
@CNNnews18 Paid media is good to spread lies and telling jokes these days on behalf of their Master of Lies @narendramodi and other #bjp clowns. It's no more journalism.,1
" thanks, I found it already",0
"Jammu &amp; Kashmir: Voters queue up to cast their vote for the #LokSabhaElections2019 at polling booths 15 and 16 in Gandhi Nagar, Jammu. Voting on 2 parliamentary constituencies in the state is being held today.",1
"I got a text from this guy who I don`t like, and who has the same name as the guy I do! How disapointing!",0
"#KiskiSarkar ofcause #Pappu don't deserve it, fir vi dek lete hai. Bechara ka bahut majak ban gaya hai, he is determine to do something worthy. #Congress #BJP @RahulGandhi @PMOIndia @narendramodi",1
"@rssurjewala Forget the IQ of @RahulGandhi 

And imagine the IQ of the #RahulGandhi Supporters,

Bcoz they think He Become A Next PM  of India 
@ShilpiSinghINC @BJP4India @narendramodi @ArunbajpaiRajan
@RssKanishk @ippatel @TajinderBagga @AgrwalRani 
@KapilMishra_IND",1
Spending the first night in my new place!,0
" thanks for the #ff shoutout -you stuck an extra e in my username tho, so the link doesn`t work",0
I Will Be Casting My First Vote.  My First Vote to @BJP4India Under the Revolutionary Leadership of Shri @narendramodi ji.!✌️✌️✌️✌️   #PhirEkBaarModiSarkar #ElectionCommission  #LokSabhaElections2019,1
 Remember to put your phone on silent! lol  Night loveees,0
 Thanks amigo!,0
just bought a good chocolate and a magazine... Later I`ll play comanche 4... My good saturday,0
@DrShobha @yadavakhilesh @Mayawati Just hear what a bjp leader  gutter chowkidar Satpal Singh  spoke about Rahul in Himachal Pradesh. Radio silence from. #BJP.,1
#JUSTIN | பாலின இடைவெளியில் பின்தங்கிய இந்தியா!   https://t.co/wupaoCQKa2 | #GlobalGenderGapIndex #GenderGapIndex #India #WEF  https://t.co/xOw9jyekT8,0
@manogyaloiwal Congress winning general elections in 2024 is far from true. But BJP will be expunged from the Indian political history by 2029. Such type of politics certainly will meet it's dead end some day. That day is very near.,1
Rajiv Gandhi a shaheed???? Like really... he fucking died in his election campaign... Nd congress wants us to call him shaheed??? Retards.... I guess soon we will call  #inc a shaheed party....,1
  Good one,0
INDIAN Politics is Just like... PATTI PATNI.. They fight infront of everyone n in the end they are on the same bed at night with same intentions.,1
finally having my cup of coffee!!!,0
"Trying to decide if I watch the ""India: The Modi Question"" BBC documentary which is apparently causing such drama in India and with BBC/censorship/Twitter/IA/etc. Mostly DGAF about Indian politics. https://t.co/WZtE2acjH8",1
"Wait - No Wind in Hair - that would be I-L-L-E-G-A-L!!  I would Never break the law!! No, never.",0
@ShashiTharoor @ArvindKejriwal Isn’t he meant to be your alliance partner? The only difference between Rahul &amp; Arvind is that one is a bigger arse than the other - I just can’t make up my mind on who is bigger! It’s a close one..... #arvindkejriwalslapped #RahulGandhi,1
@Mohansinha @RahulGandhi ordered @INCIndia manifesto writers to write him a manifesto that guarantees #400Plus to #NDA in #LoksabhaElections2019 and here it is...,1
@RahulGandhi And You should add Thief / chor or whatever to your name. A request if this fulfilled I will convince thousands of people to vote for you Mr. RaGa #LokSabhaElections2019 #CongressPartyChorHai,1
"@KuldeepKumarAAP @msisodia @AamAadmiParty @AtishiAAP @ipathak25 Shame ,how corrupt being glorified   Anna agitation resulted in corrupt/ Manupilative &amp; Shameless entering into indian electroal politics",1
"@PTI_News Nothing changes in Indian Politics. All parties are somehow indulge in appeasement. Sometimes it's Muslim, sometimes women, sometimes dalit. Hats off to Congress, they made a solid system to run politics in India even Modi is unable to break it. This will continue.",1
"@JhaSanjay You plan a vacation for PAPPU after election he is more likely to be on vacations and watch ‘Chota Bheem’ 👻 
@RahulGandhi #RahulGandhi #RahulForBehtarBharat #India #PriyankaGandhi #congress #CongressChorHai #CongressChorParty #CongressMuktBharat #NamoAgain #VoteKar",1
#India must commit to do more to tackle the widespread #malnourishment and #unemployment prevalent amongst Indian #youth. Aditya Bhan writes.   https://t.co/MRlVSVVblF,0
@padiyar_u @thakkar_sameet First point is BS but second point is relevant- AAP getting 15%+ in GJ will change Indian politics forever and will completely change Indian destiny in 2030s  I still hope they don’t exceed 10% in GJ,1
"@BCCI Requesting all real cricket lovers, fans to raise their voice against this kind of dirty politics,nepotism by Indian cricket board. It's a conspiracy to ruin careers of @surya_14kumar @ishankishan51 for the sake of few consistently non performers like @klrahul @ImRo45",1
"#LoksabhaElections2019  if @RahulGandhi wins both the seat which seat will he quit, amethi or wayanad ? Such candidate should declare their choice before people.",1
How Technology is Changing the Business of Law  https://t.co/sEnh1xqz9u #Corporate #law #FIRMS #Delhi #India  https://t.co/frfVsI3lLC,0
hehe tweet time... bastos talaga chux,0
Happy 2 b out of school!!!!!!! People just piss me off sometimes,0
There's a vast vast sea of people who are accompanying the #RoadShow of @RahulGandhi and @priyankagandhi in #Wayanad - #RahulGandhi has already filed his nomination papers for this seat #LoksabhaElections2019,1
"@EconomicTimes @RahulGandhi @arunjaitley Wish to disagree, since he has always been playful at everyone's cost..yes if comment is in regard to @INCIndia , as a whole. #LokSabhaElections2019 #LIVE #updates",1
"Respected sir, @mkstalin . Now Rahul ji lied about Rafale! Truth is published in @TimesNow debate. So be careful sir. Becz you want him to become PM. So think onces about that baby. #RahulRafaleFakeNews #BREAKING  #RafaleDeal #Rahulgandhi #RafaleCongSelfGoal",1
Youth Riding Shirtless In Sarayu River Of Ayodhya Gets Arrested   https://t.co/EB3IfM4kUZ  #Ayodhya #india #SarayuRiver #trending,0
@ANI Ek aur jaychand #IAFStrike #AirStrikeonPak #RahulGandhi @RahulGandhi @INCIndia @PMOIndia @HMOIndia,1
"""For three years youth of India will not have to take any permission for starting business"": Rahul Gandhi

#ElectionsWithNDTV #LokSabhaElections2019",1
@_sabanaqvi @RahulGandhi @ArvindKejriwal Are you a #journalist or a broker? #Shame! #LokSabhaElections2019 #indiafirst #BharatBoleModiFirse #CongressAAPAlliance,1
".@ImRo45 to lead #India’s squad for #T20I against #WestIndies, @imVkohli rested   https://t.co/nGYR2tiu5M",0
U.N. Krishnamurthy (D) through LRS. Vs. A. M. Krishnamurthy  https://t.co/uh1T0JsdUx Latest Legal News India Judgments Supreme Court Updates #Advocate #Advocates #Lawyer #Lawyers #India #SupremeCourt #Judgment #AjayGautam,0
"@cricketaakash white frauds like @klrahul  still in team. thats india, indian politics and nepotism",1
"#RohitSharma doesn't let the game drift..makes changes proactively...that is were #viratkohli was poor as captain..allowed drift in all formats   #india's ""title"" misfortune at international stage was self inflicted.. believed Kohli was the one..wasn't  #INDvsENG #indveng",0
"All the way from Mexico City, Gina Barbachano comes to India for a bar takeover   https://t.co/qIlBoGzWNR  #India #Industry #Mexico #Investmentguruindia  https://t.co/wsb3kk1L06",0
"The favorite trio is back...  @ImRo45  @SDhawan25  @imVkohli   Cannot wait to see the comeback of @imkuldeep18 , Badly waiting for Kulcha reunion.  #India  #ENGvIND",0
"""The manifesto should not be made in a closed room, but should be a Manifesto from a common people and should not be a lie."" : Rahul Gandhi, Congress.
#Congress #2019Elections #LokSabhaElections2019 #LokSabhaElection2019 #LokSabha2019 @INCIndia @INCIndia @RahulGandhi",1
BREAKING:  #India's #Adani Ports is all set to buy Israel's third-largest seaport – #Haifa Port along with their #Israeli partner Gadot.,0
"This news of #MasoodAzharDEAD is a media propaganda by @narendramodi force to prove that #Surgicalstike2 took place. TO DEFEND ONE LIE, YOU HAD TO CREATE HUNDRED MORE LIES! 

#WarMongerModi #BJP #AbhinandanReturns #Congress @RahulGandhi",1
"@TimesNow @RahulGandhi Pappu ditches #Amethi runs to #wayanad to save his skin. 

Unsure of his own future promises to alleviate millions from poverty? Bhai Waah! #NYAY 

Only pidis vote @INCIndia #LokSabhaElections2019",1
"@OpIndia_com @JaideepKawade @RahulGandhi #INC  y don't u ask ur mother how many,fathers you have...sexist bastards..don't have caliber to honorably contest against a woman so u resort to such shit...this is ur upbringing..we can imagine the condition of women in ur family...!!",1
"oh!, I wanna buy Just That Girl - Drew Seeley, but I`m not allowed  I`m talking itunes store)",0
#CPJ has called on the #European external action service to hold #Indian govt accountable for widespread and severe press #Freedom violations during annual India-EU Human Rights Dialogue on 15 July.  #freedomOfExpression #India #HumanRightsViolations  https://t.co/vttdRJqgu4,0
"@divyaspandana Dear INC Puppet and Pappu's caretaker,

My Google Photos will start running out of space, if I would choose few of Rahul Gandhi's speech. Tune your Youtube to search his funny speeches and you can can watch more episodes than Saas Bahu.

#IndianNationalCartoons #INC #HowsTheJobs",1
out with  &  i am soooo hungry,0
WICKET!   Partnership Broken 👊  Yuzvendra Chahal dismisses in form Moeen Ali and gets his 4️⃣th wicket of the match 🔥  🏴󠁧󠁢󠁥󠁮󠁧󠁿 210/7  #India #England #engvind #CricketTwitter  https://t.co/Uh2RZwr9pb,0
सभी का खून है शामिल यहां की मिट्टी में .. #India,0
weebo is dying,0
@donortez @whitesprings22 @PeterObi All these US based 🤡 playing tribal politics that US you dey is tribal politics played there an Indian is their VP. You're in a developed country yet uncivilized. Wicked man,1
watching role models.. absolutely hilarious,0
@ShubhamAzadHind @ManojNaravane It is a complex matter of international politics. The Indian army has not covered itself with glory over the treatment of INA soldiers and officers. Involvement in WW2 on behalf of Britain was shameful. But to support imperial Japan internationally is not accepted now.,1
@narendramodi You are the most powerful candidate in #BJP #PM #SIR,1
Adamancy of Madam Sonia to keep on promoting her son is the main cause of the burial of Congress in Indian politics.  I often find it hard to believe that there are no capable leaders in Congress apart from the good old rotten dynasty.,1
"Truth @BJP4India is hard, propaganda @INCIndia is cheap.
@RahulGandhi @priyankagandhi
#bharatkajunoon
#WednesdayWisdom 
#IndiaBoleModiDobara 
#IsBaarNaMoPhirSe 
#AyegaTohModiHi 
#JanaNayakanRahulGandhi 
#LokSabhaElections2019",1
"#BJP tried to change the narrative from #ChowkidarChorHai to #PragyaThakur 
@RahulGandhi has today once again brought it back to #ChowkidarChorHai",1
"🇮🇳 बिटकॉइन(BTC) आर्बिट्रेज संभावना ‼   ✅BestAsk Exchange:Wazirx   ⬇Price (BUY): 1BTC = 1,668,309 INR   ✅BestBid Exchange:Zebpay   ⬆Price (SELL): 1BTC = 1,719,000 INR  💰💴Trading Profit💴💰50,691 INR #Bitcoin #BTC #India #BTCINR #Arbitrage",0
"#bua #bahthija gives pappu just two seats in #UP
@RahulGandhi says  from #Dubai   he will wipe out #BJP  and @narendramodi  from uttarpradesh
too much islam and beef has confused the duffer",1
Around 3 hours left until a 3 day weekend and I have waaaay too much work to do.,0
 are you and melissa celebrities now?,0
"@pnjaban as an obvious side note that has NOTHING to do with this...she is Indian, not black. Just wanted to point that out lest she use being black as some kind of political tool. Jamaican is NOT African American. I don't care for identity politics, but since she does...",1
"Oppo India Issued Notice for Evading Customs Duties Worth Rs. 4390 Crore, Government Says Details: https://t.co/JHEi3RYj3H  #investopedia365 #Oppoindia #India  https://t.co/JHEi3RYj3H",1
@BaazNewsOrg @JaskaranSandhu_ They have nothing - and it shows! It’s unfortunate that she has been arrested. #RememberSirChhotuRamInModiEra #FarmersProtest,1
urban think fail. chai latte is not good there,0
" I think that boat sailed my friend... The few CCO`s that had them, had them months ago....  I wish you luck though...",0
I really like how the weather widget on imac and iphone always predict different weather...not!,0
@suzannebernert @AnupamPKher you should work in indian politics along with acting,1
Buried under more web changes. Going to make lunch now... I won`t have a chance later. Too much to do.,0
"@davidfrawleyved Shocking part is that some ppl working in the field of Ayurved too attack Vedas, Hindu leaders, Hindu history, Hindu scholars, and most anything pro-India, as they are completely brainwashed by region-based politics (can't bear to see success in ayurved in other Indian states).",1
"Leaders of the #UAE, #US, #Israel and #India discuss clean energy and food security, highlighting ways to ensure “longer-term, more diversified food production and food delivery systems that can better manage global shocks.”  https://t.co/2gg6ufpNk2",0
"@DaharwalK @RahulGandhi @arunjaitley That 72k is for your kind of poor people who are poor since 70 years . No one want खैरात like your kind of mentally poor. And the pappu #RahulGandhi who is offerings the schem has no idea what is  rupiya and paisa. #MainBhiChowkidar
#NaMoAgain2019",1
Moose Wala murder: Punjab Police get transit remand of 2 accused   A court here on Thursday granted one-day...  https://t.co/vTyCrpx1ny  #CANINDIANEWS  #DELHI #INDIA #SIDHUMOOSEWALA  https://t.co/xUn7Hg55Wv,0
Kashmir issue was created immorally by violating Standstill Agreement with its ruler &amp; sending in armed troops. #India offered us chance by taking it to #UNSC.  @IshtiaqLahori  @TahaSSiddiqui 1/2   https://t.co/5tsrFmPAD3,0
@timesofindia OK. Well said. Please create same meme on Mr Modi too. #LokSabhaElections2019  #ElectionsWithTimes,1
@SwamiGeetika @narendramodi @RahulGandhi This tweet shows that pulwama attack is just a fantasy of #BJP to win elections.,1
"Nel frattempo, nel ""Resto del mondo isolato dall'Occidente"", #Argentina #Iran e anche #Egitto #SaudiArabia e #Turchia entrano nei #BRICS, con #Cina #Russia #Brazil #India e #SudAfrica  Come risponderà il governo #Draghi a queste dinamiche (in aggiunta alla #ViaDellaSeta)?  https://t.co/WXecCmc4KC",0
May the 4th be with you    Happy Star Wars Day !!!,0
" oh look! traditional Chinese, it`s so charming   I love the ? miss those shutters on the doors...",0
"@aajtak Blame Gandhi for it but in India, protests have always meant austerity, struggle and sacrifice.  #FarmersProtest is none of the above. It looks like people with too much wealth, time &amp; connections are out to have some fun.",1
"@waglenikhil @ShekharGupta When you are talking about Election-Process, you cannot compare Indira Gandhi days with Modi days.
1. In Indira's days, INC was a monopoly; no serious opposition party or mahagatbandan existed.

2. Ballot-Stuffing was the norm.

#LokSabhaElections2019 
#IndiaWantsModiAgain",1
"@republic @yadavtejashwi Can you list out the hidden qualities in #RahulGandhi which we don't know ?

We only know 1 quality &amp; i.e
1) Has Gandhi surname",1
@ShashiTharoor @AmitShah This is the reason why we don't have any opposition in India. Because all the senior Congress party members are scared to Gandhis. I don't know why but this is very sad state for Indian politics,1
"simple greetings from unexpected people can actually lighten our mood, doesn`**** ever happen to you?",0
@pjmmakesmecry @yoongienthusias Basically she talks about politics more than Tannies in her stan acc and i know Indian local never miss any chance to sht on bt7 but btch just setup boys,1
@PMOIndia Make a new one that to take a political seat candidate must have served in Indian Army for five years. It will clean up Indian politics automatically and may be also help with car wash on streets,1
 Morning Chip - loved the new html format on your ezine.,0
""" To Raul OR NOT To Rahul ""
 is the question MHA asks
#RahulCitizenship #RahulGandhi #Amethi #INC",1
It is 00:03 I`m Wrecked  I`M Hungry & I have to get up early. Not the perfect Fri night LOL night,0
"#BJP President is all over News channels, giving interviews. Where is the #Congress President?

@RahulGandhi must give an interview to a neutral news channel, showcasing his attempt to lead his party from the front.

#LokSabhaElections2019",1
Which are the Top 5 BIS Registration Consultants in India? – QsAns – Ask Questions or Give Answers  https://t.co/7n3w9ziYcB #bis #bisregistration #license #registration #consultants #india,0
The relationship between #Maldives and India is connected heart-to-heart. #India is Indeed Maldives biggest pillar of strength 💪🇲🇻💛🇮🇳 #IndiaMaldives  https://t.co/c3vQX0rkvL,0
"Reasons why pappu is sounding so pissed off 
Pinki road show turned out to be an utter flop show 
Jija and his mother making rounds of ED office 
His family friendly Dalals of Augusta Westland  are being grilled .. they might spill the beans anytime ..
#ModiDobara #BJP #2019",1
Thank you for the advice   I`ll work on that when Im not at work.,0
"@ani_digital @ANI @RahulGandhi  Please make this clown your star campaigner, at least the nation will know there are bigger idiots than you inside Congress itself. Kindly don't forget to add @digvijaya_28 in that list as well. #SamPitroda #BJP #MainBhiChowkidar",1
How is the #Quantum landscape evolving in #India?  Watch Vikram Sharma and Rajeswari Pillai Rajagopalan at #Raisina2022.   https://t.co/7U78J4zjKR,0
Multiple nations like #Iran and #SaudiArabia 😯 showing interest in #BRICS with #India and #China ➕  #SaudiArabia allowing flights from #Israel ⏩  ☀ ASIA is changing 💪,0
#ParrikarExposesRahul Rahul Gandhi had visited Parrikar only to stage this fraud drama. Fraud and Callousness is in the very ethos of #INC leaders. They can get any low and shamelessly make blatant lies. Intelligence agencies of enemy nations conspiring?,1
Taking a nap after work=no sleep right now. The nap felt soooo good but now it seems like a bad idea,0
So bored in chem n im super hungry! Ugh,0
"Clinical trials #women,#kids,#elders  https://t.co/nSBb8SbYbI #doctors,#hospitals,#India,#world pls detect  https://t.co/kJvCSRjKeZ see #pain with  https://t.co/Mej71gV9qP give #food,#energy &amp;  https://t.co/fNYTtuIYiA give  https://t.co/4NH2VoIrsj see  https://t.co/7tUxC7cWG9 ACT NOW!",0
"It`s beautiful outside. The sun is shining, the birds are singing and I? I`m studying  Wish it were already vacation.",0
Why can`t I make a phone call! I hate this anxiety ****. Someone cure me,0
 RE: Hulu Desktop in Windows 7 Media Center  http://bit.ly/DEc64but not on extenders unfortunately,0
"@thewire_in @RahulGandhi @khanumarfa How many curruption cases are solved till date?I hear from people that U R out on bail on curruption charge, the case is running for ages
Parties are using curruption charges as weapon against eachother N there is no intention to get the money
#LokSabhaElections2019
#IndiaFirst",1
"I wanna go home, but I can`t cause the customers won`t leave... And my boss won`t let me leave either",0
"#India को 2047 तक #Islamic राष्ट्र बनाने की कैसे रची गई थी साजिश, ASP ने बताया  सब्सक्राइब करें #TimesNowNavbharat👉  https://t.co/ogFsKf9YX1  #TimesNowNavbharatOriginals #IslamicCountry #Patna #Bihar #PFI #BiharPolice #PatnaPolice  https://t.co/APCsfCJwvj",0
having a good day at work lots of sales but boss is under foot.   she`s a nice person but i dont like the boss bugging me,0
एक भारतीय शेर की ताक़त देखकर गीदड़ों में खलबली मची हुई है। 😀😀😀😀😀  #Hindu #India,0
What next by #BJP? Issuing notice to find out whether @RahulGandhi is a Human being or an Alien? A Complete bunch of #Contrarian Jokers going Bonkers😟😟😟,1
@WajSKhan Can u tell which army of a country comes for press conference to explain that army is neutral or ll not  involve in politics or talk on economy ??? What do army? Wat is army job?do u ve such a video of indian army ?,1
"happy! did crepe, again!",0
come over to your side. They're on the same page re: #Adani and most other issues.  So they couldn't possibly object to the party going hammer and tongs on the issue.  Only 12 months before LS'24. But 12 months could be a very long time to change the dynamics in Indian politics.,1
@RashmiDVS @Wokeflix__ @W0KEFLIX Lmaoo why will the BBC have any interest in Indian politics? Why censor of there's nothing to hide? Modi got exposed by actual journalism. Don't be ignorant,1
"@RahulGandhi It's really shame for a person who demean India by stating this type of comments for his  top Indian representative.
Today India is suffering due to Pandit Nehru gift given to china of permanent seat of security council. #ChinaShieldsMasood #BJP #IndiaStrikesPakistan #BoycottChin",1
@RahulGandhi sss it was unemployment as #PM for  #RahulGandhi,1
"@CitizenKamran @RahulGandhi @HAL_India Elected power Joke of #LokSabhaElections2019 

#PhirEkbaarModiSarkar",1
@vishiyy @KapilSibal @vishiyy #Gappu is a liar and has openly befooled the masses on #RamMandir issue. CM and PM of #BJP still #RamTemple cannot be made. Shame,1
Is it OK to send iFlowers to your mom for Mother`s Day trough this iPhone app? http://tr.im/kWnX,0
"Sitting in mels house, just finished eating mcdicks, laughing at all the dumb stuff I said tonight!! Ready for bed? I think so",0
Warm #birthdaywishes to our honorable CM Shri Bhupendrabhai Patel. May god bless you with prosperity &amp; healthy long life.  #shribhupendrapatelbhai #chiefminister #cm #honorable #india #qfonapp #ajobman #itconsultancy #mobileappdevelopment #websitedevelopment #creativedesigning  https://t.co/sIxZunwWmg,0
Think other way. We Indians r 1.3B &amp; multi talented. Our leader shd lead &amp; show path in every sector we choose. @narendramodi ji proved his leadership on every platform he appeared. That capability #RahulGandhi hv even in any 1 sector? He even don't know meaning of NCC?,1
"Partner Selection for Sale of Identified Portfolio of Stressed Assets.   A total stressed loan portfolio from #YesBank amounting to Rs. 48,000 crores will be moved off the books.  To know more about ARC, Check this video:  https://t.co/x1OqH5hVlj   #StockMarket #Investing #India  https://t.co/1MZT5MYQmK",1
 if u can smell goodness all around you and energy of big city and pinch on butt feel real YES u are in Chicago,0
"@JhaSanjay #RahulGandhi 

Now diaspora also knew how much Rahul ji can entertain in India. Had he born before Charlie Chaplin he would have been awarded best comedian of world history.",1
"  SAimee 26 july, Underage festival 2 August, i found some others but they were too far away",0
